"amsup1","amsup2","amsup3","amsup4","afsup1","afsup2","afsup3","afsup4","de1","de2","de3","de4","sex"
3.62372103665911,2.99474377731956,3.08088545901213,3.44078118958942,4.62647807533661,3.90069297150795,4.20862114554793,3.77214411532808,3.79588149030141,3.70437029532242,4.15842894270932,4.03026443923665,"Boy"
4.80234971022353,4.96684612581998,4.70246054570788,3.75915709061575,4.04273811184078,4.47448685680726,4.78900856186758,3.22274680462775,4.8707276282064,5.03920870939552,5.10879345786947,4.74134712840802,"Boy"
3.45137325705841,4.0278070773296,4.0526368727593,3.96166310174875,3.91623295462294,3.76462621828061,4.49533340805061,3.55698693104871,4.07073880859845,3.32545348751484,3.46495688569045,2.7681318420692,"Boy"
5.97033357687494,5.5663385109861,5.22169004335342,5.49185286312019,4.59587288506561,4.89340477183312,4.06225862461596,5.18605518270053,4.17068527866607,4.00888754730399,3.39202747960914,3.46894581001167,"Boy"
2.75554110558087,3.29678764737985,3.13681129276887,3.11257908412969,2.71095457819317,3.52717650745317,2.75376944714215,2.88693757605873,3.46017591845149,2.91122481887543,3.32219736276852,2.92216211275823,"Boy"
4.37746610872475,4.31299252968067,3.3487146941267,3.45932491125935,3.23637795440752,3.41500979021581,2.73893469817052,2.40007903116106,4.73029462232039,4.41974798768814,4.54554393503036,4.18797571414454,"Boy"
3.23359113986303,3.94489217106019,4.12946824046857,4.14272501482897,2.77943031099183,3.28382664895774,3.91902835752675,3.43198945612917,3.72375072905474,3.9134205299604,4.39124983586945,4.16964307263986,"Boy"
3.19755485443432,4.23822887067007,3.83663133390081,3.53763472368273,2.10854283853151,2.76007173041061,2.48204852823719,1.88132688376412,4.38770463060517,3.97602062665324,3.44851426677419,3.68072628971372,"Boy"
3.51783716131255,3.2014661174693,3.38629036651865,2.81099047271136,4.18839686277881,4.01536805990278,4.19733174800009,3.43127992124716,4.18890666572133,3.9436703727031,3.81458292910273,3.60028735125242,"Boy"
4.69479237253919,4.8710927453665,5.08532201143749,4.77785612405551,4.68960495288395,4.52780702042435,4.41269925227124,4.45857070655022,3.36433477912835,3.73454281284177,4.67484079794478,4.49973575421251,"Boy"
3.90527356491588,4.20725535810017,4.10978080983372,4.37704644848793,2.87212625926688,3.53585752005263,3.03556609729224,3.23771838015988,2.54809609314073,2.60052980268546,2.81676204450003,2.6947165228635,"Boy"
4.4297380453633,4.06762862343441,3.80730181133491,4.00101995987258,2.75908347188599,2.86100900934119,2.57506923991748,2.89722810211349,1.74165691988824,3.14266616736593,3.52616557458032,3.02847383206066,"Boy"
3.9171815871445,4.27505766784311,4.34155268391095,3.50331054910521,2.0487749697618,1.86913627371181,2.93962662301651,2.9119353560059,3.3601920030092,4.1729155908207,3.48238855892678,3.43100424450217,"Boy"
4.69633899988027,4.61849122535406,4.69910522187167,4.49274184004418,3.09017399836442,3.63699459256381,3.30218294159588,3.95941809130304,4.67375395985478,5.02397311564981,4.76352619724213,4.69204651760984,"Boy"
3.41494893696489,3.70845172299008,3.7256994775117,3.5520191882809,2.55317621462128,3.05968531759554,2.89082423775444,3.06664833414334,4.25985545716278,4.57894774844257,4.04201522889477,3.34056108240456,"Boy"
